,Frame,x_center,y_center,w,h,label,type
5774,2008_002670.jpg,296.0,549.0,123.0,362.0,0,trainval
5775,2008_002670.jpg,191.0,767.0,175.0,386.0,0,trainval
5776,2008_002670.jpg,154.0,354.0,92.0,101.0,0,trainval
5777,2008_002672.jpg,751.0,434.0,99.0,50.0,16,trainval
5778,2008_002672.jpg,943.0,448.0,35.0,45.0,16,trainval
5779,2008_002673.jpg,709.0,514.0,271.0,155.0,1,trainval
5780,2008_002673.jpg,347.0,517.0,312.0,179.0,1,trainval
5781,2008_002673.jpg,918.0,515.0,83.0,61.0,1,trainval
5782,2008_002674.jpg,629.0,651.0,626.0,618.0,0,trainval
5783,2008_002674.jpg,348.0,691.0,303.0,343.0,0,trainval
5784,2008_002674.jpg,721.0,642.0,478.0,636.0,6,trainval
5785,2008_002675.jpg,639.0,799.0,299.0,323.0,0,trainval
5786,2008_002675.jpg,451.0,609.0,261.0,522.0,0,trainval
5787,2008_002676.jpg,534.0,818.0,302.0,283.0,2,trainval
5788,2008_002676.jpg,540.0,468.0,164.0,154.0,0,trainval
5789,2008_002676.jpg,577.0,727.0,420.0,297.0,6,trainval
5790,2008_002677.jpg,807.0,693.0,241.0,534.0,0,trainval
5791,2008_002677.jpg,486.0,671.0,363.0,577.0,0,trainval
5792,2008_002678.jpg,831.0,536.0,23.0,90.0,0,trainval
5793,2008_002679.jpg,550.0,458.0,279.0,260.0,8,trainval
5794,2008_002679.jpg,631.0,335.0,254.0,297.0,0,trainval
5795,2008_002679.jpg,463.0,776.0,65.0,56.0,0,trainval
5796,2008_002679.jpg,361.0,838.0,90.0,93.0,0,trainval
5797,2008_002680.jpg,577.0,355.0,473.0,284.0,2,trainval
5798,2008_002681.jpg,701.0,681.0,278.0,424.0,17,trainval
5799,2008_002682.jpg,705.0,616.0,311.0,376.0,17,trainval
5800,2008_002684.jpg,733.0,730.0,454.0,357.0,7,trainval
5801,2008_002686.jpg,602.0,658.0,397.0,603.0,12,trainval
5802,2008_002686.jpg,952.0,466.0,17.0,37.0,15,trainval
5803,2008_002686.jpg,897.0,480.0,73.0,60.0,15,trainval
5804,2008_002686.jpg,713.0,475.0,26.0,37.0,15,trainval
5805,2008_002687.jpg,547.0,632.0,500.0,478.0,5,trainval
5806,2008_002687.jpg,827.0,270.0,266.0,267.0,0,trainval
5807,2008_002696.jpg,698.0,641.0,525.0,638.0,13,trainval
5808,2008_002697.jpg,470.0,691.0,338.0,394.0,12,trainval
5809,2008_002698.jpg,460.0,568.0,160.0,113.0,1,trainval
5810,2008_002700.jpg,549.0,704.0,284.0,512.0,0,trainval
5811,2008_002701.jpg,657.0,573.0,605.0,548.0,8,trainval
5812,2008_002704.jpg,613.0,622.0,536.0,435.0,16,trainval
5813,2008_002705.jpg,68.0,467.0,49.0,83.0,0,trainval
5814,2008_002705.jpg,141.0,484.0,32.0,32.0,0,trainval
5815,2008_002705.jpg,641.0,688.0,639.0,485.0,16,trainval
5816,2008_002709.jpg,508.0,514.0,99.0,100.0,15,trainval
5817,2008_002709.jpg,93.0,703.0,91.0,46.0,4,trainval
5818,2008_002710.jpg,605.0,614.0,475.0,212.0,16,trainval
5819,2008_002712.jpg,368.0,869.0,366.0,183.0,11,trainval
5820,2008_002712.jpg,429.0,561.0,274.0,394.0,0,trainval
5821,2008_002712.jpg,895.0,689.0,129.0,541.0,0,trainval
5822,2008_002712.jpg,676.0,561.0,133.0,297.0,0,trainval
5823,2008_002712.jpg,774.0,686.0,372.0,548.0,0,trainval
5824,2008_002714.jpg,641.0,805.0,638.0,310.0,8,trainval
5825,2008_002714.jpg,641.0,602.0,638.0,600.0,0,trainval
5826,2008_002715.jpg,627.0,672.0,624.0,576.0,0,trainval
5827,2008_002715.jpg,666.0,890.0,500.0,141.0,8,trainval
5828,2008_002716.jpg,744.0,641.0,431.0,638.0,0,trainval
5829,2008_002718.jpg,692.0,641.0,537.0,638.0,0,trainval
5830,2008_002719.jpg,742.0,513.0,339.0,415.0,1,trainval
5831,2008_002720.jpg,813.0,711.0,293.0,499.0,0,trainval
5832,2008_002720.jpg,142.0,298.0,138.0,258.0,0,trainval
5833,2008_002720.jpg,288.0,363.0,134.0,294.0,0,trainval
5834,2008_002720.jpg,501.0,632.0,257.0,536.0,0,trainval
5835,2008_002725.jpg,769.0,707.0,109.0,505.0,0,trainval
5836,2008_002725.jpg,673.0,804.0,118.0,311.0,0,trainval
5837,2008_002725.jpg,534.0,752.0,148.0,415.0,0,trainval
5838,2008_002725.jpg,364.0,729.0,90.0,461.0,0,trainval
5839,2008_002725.jpg,544.0,378.0,129.0,190.0,0,trainval
5840,2008_002725.jpg,863.0,831.0,63.0,258.0,0,trainval
5841,2008_002725.jpg,150.0,816.0,148.0,288.0,0,trainval
5842,2008_002728.jpg,575.0,665.0,408.0,590.0,0,trainval
5843,2008_002728.jpg,579.0,510.0,191.0,385.0,0,trainval
5844,2008_002730.jpg,584.0,662.0,579.0,595.0,0,trainval
5845,2008_002732.jpg,223.0,656.0,142.0,208.0,15,trainval
5846,2008_002732.jpg,378.0,536.0,32.0,75.0,15,trainval
5847,2008_002732.jpg,516.0,576.0,59.0,106.0,15,trainval
5848,2008_002732.jpg,552.0,527.0,45.0,93.0,15,trainval
5849,2008_002732.jpg,640.0,547.0,41.0,118.0,15,trainval
5850,2008_002732.jpg,589.0,530.0,15.0,50.0,15,trainval
5851,2008_002732.jpg,723.0,523.0,24.0,43.0,15,trainval
5852,2008_002732.jpg,813.0,527.0,14.0,56.0,15,trainval
5853,2008_002732.jpg,324.0,553.0,38.0,78.0,15,trainval
5854,2008_002732.jpg,851.0,508.0,14.0,37.0,15,trainval
5855,2008_002732.jpg,832.0,522.0,14.0,56.0,15,trainval
5856,2008_002733.jpg,627.0,683.0,560.0,554.0,0,trainval
5857,2008_002735.jpg,637.0,748.0,136.0,425.0,0,trainval
5858,2008_002735.jpg,333.0,724.0,156.0,473.0,0,trainval
5859,2008_002735.jpg,449.0,728.0,108.0,464.0,0,trainval
5860,2008_002735.jpg,934.0,360.0,52.0,130.0,7,trainval
5861,2008_002736.jpg,416.0,731.0,262.0,457.0,0,trainval
5862,2008_002736.jpg,641.0,651.0,215.0,316.0,0,trainval
5863,2008_002736.jpg,877.0,652.0,166.0,350.0,0,trainval
5864,2008_002736.jpg,776.0,824.0,45.0,200.0,9,trainval
5865,2008_002736.jpg,656.0,758.0,36.0,154.0,9,trainval
5866,2008_002736.jpg,776.0,906.0,369.0,108.0,11,trainval
5867,2008_002736.jpg,83.0,780.0,81.0,360.0,0,trainval
5868,2008_002738.jpg,385.0,731.0,236.0,457.0,0,trainval
5869,2008_002738.jpg,875.0,657.0,170.0,606.0,0,trainval
5870,2008_002738.jpg,540.0,731.0,538.0,457.0,0,trainval
5871,2008_002741.jpg,638.0,801.0,218.0,317.0,0,trainval
5872,2008_002741.jpg,612.0,756.0,611.0,300.0,16,trainval
5873,2008_002746.jpg,776.0,738.0,260.0,317.0,16,trainval
5874,2008_002746.jpg,291.0,683.0,289.0,311.0,16,trainval
5875,2008_002746.jpg,529.0,545.0,129.0,121.0,16,trainval
5876,2008_002746.jpg,294.0,721.0,99.0,329.0,0,trainval
5877,2008_002746.jpg,60.0,668.0,58.0,308.0,0,trainval
5878,2008_002746.jpg,515.0,740.0,95.0,290.0,0,trainval
5879,2008_002749.jpg,687.0,647.0,545.0,351.0,17,trainval
5880,2008_002750.jpg,304.0,769.0,87.0,342.0,0,trainval
5881,2008_002750.jpg,388.0,293.0,69.0,290.0,0,trainval
5882,2008_002750.jpg,346.0,243.0,64.0,240.0,0,trainval
5883,2008_002750.jpg,924.0,396.0,73.0,286.0,0,trainval
5884,2008_002750.jpg,31.0,153.0,29.0,150.0,0,trainval
5885,2008_002750.jpg,26.0,273.0,24.0,111.0,0,trainval
5886,2008_002750.jpg,493.0,698.0,86.0,323.0,0,trainval
5887,2008_002750.jpg,582.0,702.0,91.0,336.0,0,trainval
5888,2008_002750.jpg,587.0,722.0,86.0,315.0,0,trainval
5889,2008_002750.jpg,641.0,782.0,70.0,321.0,0,trainval
5890,2008_002750.jpg,704.0,675.0,67.0,306.0,0,trainval
5891,2008_002750.jpg,695.0,800.0,61.0,319.0,0,trainval
5892,2008_002751.jpg,388.0,699.0,223.0,523.0,0,trainval
5893,2008_002752.jpg,367.0,874.0,365.0,172.0,13,trainval
5894,2008_002752.jpg,642.0,574.0,260.0,198.0,13,trainval
5895,2008_002752.jpg,570.0,560.0,84.0,329.0,0,trainval
5896,2008_002752.jpg,484.0,532.0,69.0,246.0,0,trainval
5897,2008_002752.jpg,364.0,669.0,156.0,265.0,0,trainval
5898,2008_002752.jpg,241.0,825.0,148.0,270.0,0,trainval
5899,2008_002753.jpg,360.0,737.0,181.0,447.0,0,trainval
5900,2008_002753.jpg,593.0,770.0,145.0,380.0,0,trainval
5901,2008_002753.jpg,702.0,741.0,259.0,438.0,0,trainval
5902,2008_002753.jpg,905.0,550.0,109.0,198.0,0,trainval
5903,2008_002756.jpg,349.0,544.0,347.0,506.0,0,trainval
5904,2008_002756.jpg,720.0,570.0,384.0,466.0,0,trainval
5905,2008_002758.jpg,602.0,171.0,68.0,89.0,6,trainval
5906,2008_002758.jpg,918.0,438.0,41.0,56.0,0,trainval
5907,2008_002760.jpg,183.0,649.0,137.0,509.0,0,trainval
5908,2008_002762.jpg,533.0,474.0,325.0,451.0,0,trainval
5909,2008_002762.jpg,634.0,693.0,583.0,515.0,12,trainval
5910,2008_002766.jpg,641.0,641.0,639.0,638.0,17,trainval
5911,2008_002767.jpg,685.0,674.0,549.0,572.0,5,trainval
5912,2008_002768.jpg,549.0,678.0,546.0,564.0,0,trainval
5913,2008_002768.jpg,431.0,742.0,408.0,151.0,0,trainval
5914,2008_002772.jpg,696.0,714.0,502.0,238.0,13,trainval
5915,2008_002773.jpg,212.0,852.0,152.0,71.0,4,trainval
5916,2008_002773.jpg,44.0,850.0,42.0,63.0,4,trainval
5917,2008_002773.jpg,408.0,856.0,97.0,63.0,4,trainval
5918,2008_002773.jpg,569.0,858.0,95.0,60.0,4,trainval
5919,2008_002773.jpg,694.0,857.0,95.0,67.0,4,trainval
5920,2008_002773.jpg,877.0,861.0,128.0,71.0,4,trainval
5921,2008_002773.jpg,331.0,378.0,64.0,58.0,1,trainval
5922,2008_002773.jpg,299.0,312.0,67.0,62.0,1,trainval
5923,2008_002773.jpg,349.0,276.0,65.0,60.0,1,trainval
5924,2008_002773.jpg,387.0,337.0,68.0,63.0,1,trainval
5925,2008_002774.jpg,518.0,693.0,234.0,269.0,13,trainval
5926,2008_002774.jpg,581.0,606.0,345.0,343.0,0,trainval
5927,2008_002775.jpg,302.0,778.0,118.0,364.0,9,trainval
5928,2008_002775.jpg,398.0,415.0,198.0,374.0,0,trainval
5929,2008_002775.jpg,641.0,835.0,639.0,249.0,11,trainval
5930,2008_002776.jpg,179.0,359.0,164.0,209.0,2,trainval
5931,2008_002776.jpg,883.0,114.0,12.0,48.0,9,trainval
5932,2008_002776.jpg,823.0,735.0,186.0,213.0,0,trainval
5933,2008_002776.jpg,643.0,625.0,147.0,227.0,6,trainval
5934,2008_002776.jpg,848.0,830.0,224.0,259.0,14,trainval
5935,2008_002778.jpg,612.0,665.0,408.0,401.0,15,trainval
5936,2008_002783.jpg,495.0,416.0,140.0,208.0,0,trainval
5937,2008_002784.jpg,513.0,650.0,224.0,320.0,7,trainval
5938,2008_002787.jpg,318.0,785.0,251.0,350.0,8,trainval
5939,2008_002787.jpg,301.0,577.0,189.0,510.0,0,trainval
5940,2008_002787.jpg,869.0,649.0,182.0,621.0,0,trainval
5941,2008_002787.jpg,829.0,790.0,261.0,340.0,8,trainval
5942,2008_002789.jpg,336.0,827.0,196.0,265.0,0,trainval
5943,2008_002789.jpg,647.0,529.0,173.0,498.0,0,trainval
5944,2008_002789.jpg,776.0,644.0,367.0,632.0,0,trainval
5945,2008_002789.jpg,308.0,341.0,18.0,62.0,9,trainval
5946,2008_002789.jpg,436.0,834.0,434.0,252.0,11,trainval
5947,2008_002789.jpg,605.0,558.0,133.0,129.0,6,trainval
5948,2008_002789.jpg,71.0,462.0,69.0,79.0,6,trainval
5949,2008_002791.jpg,503.0,709.0,492.0,502.0,0,trainval
5950,2008_002791.jpg,635.0,774.0,228.0,372.0,0,trainval
5951,2008_002791.jpg,472.0,892.0,123.0,137.0,9,trainval
5952,2008_002792.jpg,604.0,749.0,320.0,423.0,0,trainval
5953,2008_002793.jpg,541.0,518.0,539.0,387.0,17,trainval
5954,2008_002794.jpg,861.0,746.0,74.0,285.0,0,trainval
5955,2008_002794.jpg,508.0,746.0,60.0,305.0,0,trainval
5956,2008_002794.jpg,140.0,745.0,138.0,317.0,0,trainval
5957,2008_002794.jpg,498.0,489.0,79.0,133.0,0,trainval
5958,2008_002795.jpg,508.0,619.0,143.0,319.0,0,trainval
5959,2008_002795.jpg,904.0,798.0,113.0,324.0,6,trainval
5960,2008_002795.jpg,394.0,259.0,29.0,56.0,0,trainval
5961,2008_002795.jpg,888.0,569.0,143.0,382.0,0,trainval
5962,2008_002801.jpg,262.0,707.0,260.0,435.0,0,trainval
5963,2008_002801.jpg,579.0,746.0,397.0,428.0,0,trainval
5964,2008_002801.jpg,459.0,677.0,234.0,393.0,0,trainval
5965,2008_002801.jpg,604.0,737.0,602.0,445.0,14,trainval
5966,2008_002804.jpg,669.0,549.0,91.0,290.0,0,trainval
5967,2008_002804.jpg,648.0,685.0,125.0,299.0,13,trainval
5968,2008_002806.jpg,451.0,567.0,288.0,346.0,12,trainval
5969,2008_002808.jpg,544.0,643.0,218.0,635.0,0,trainval
5970,2008_002809.jpg,241.0,488.0,97.0,176.0,0,trainval
5971,2008_002809.jpg,587.0,608.0,124.0,311.0,0,trainval
5972,2008_002809.jpg,560.0,736.0,497.0,447.0,0,trainval
5973,2008_002809.jpg,845.0,728.0,230.0,464.0,0,trainval
5974,2008_002811.jpg,552.0,597.0,332.0,292.0,0,trainval
5975,2008_002813.jpg,371.0,658.0,325.0,604.0,0,trainval
5976,2008_002813.jpg,792.0,650.0,275.0,620.0,0,trainval
5977,2008_002814.jpg,641.0,565.0,639.0,488.0,5,trainval
5978,2008_002817.jpg,616.0,369.0,320.0,367.0,2,trainval
5979,2008_002817.jpg,226.0,855.0,220.0,164.0,0,trainval
5980,2008_002820.jpg,549.0,668.0,546.0,584.0,0,trainval
5981,2008_002823.jpg,217.0,773.0,204.0,374.0,0,trainval
5982,2008_002823.jpg,479.0,726.0,218.0,468.0,0,trainval
5983,2008_002823.jpg,813.0,703.0,294.0,514.0,0,trainval
5984,2008_002826.jpg,858.0,518.0,205.0,244.0,2,trainval
5985,2008_002829.jpg,534.0,609.0,237.0,419.0,0,trainval
5986,2008_002830.jpg,742.0,731.0,398.0,459.0,0,trainval
5987,2008_002830.jpg,84.0,717.0,82.0,486.0,0,trainval
5988,2008_002830.jpg,641.0,736.0,639.0,447.0,14,trainval
5989,2008_002831.jpg,641.0,304.0,638.0,302.0,2,trainval
5990,2008_002831.jpg,684.0,696.0,481.0,529.0,0,trainval
5991,2008_002834.jpg,484.0,561.0,283.0,205.0,16,trainval
5992,2008_002835.jpg,509.0,627.0,319.0,419.0,12,trainval
5993,2008_002835.jpg,495.0,447.0,180.0,380.0,0,trainval
5994,2008_002838.jpg,787.0,737.0,345.0,446.0,0,trainval
5995,2008_002838.jpg,314.0,804.0,312.0,312.0,0,trainval
5996,2008_002838.jpg,641.0,654.0,638.0,612.0,0,trainval
5997,2008_002842.jpg,691.0,641.0,497.0,639.0,0,trainval
5998,2008_002842.jpg,95.0,851.0,92.0,218.0,0,trainval
5999,2008_002843.jpg,444.0,631.0,100.0,341.0,0,trainval
6000,2008_002845.jpg,472.0,676.0,443.0,399.0,17,trainval
6001,2008_002847.jpg,863.0,329.0,195.0,304.0,7,trainval
6002,2008_002847.jpg,716.0,474.0,201.0,305.0,7,trainval
6003,2008_002847.jpg,682.0,571.0,202.0,184.0,7,trainval
6004,2008_002847.jpg,620.0,854.0,219.0,181.0,7,trainval
6005,2008_002847.jpg,417.0,745.0,96.0,338.0,7,trainval
6006,2008_002847.jpg,257.0,719.0,70.0,195.0,7,trainval
6007,2008_002847.jpg,127.0,836.0,125.0,247.0,7,trainval
6008,2008_002848.jpg,695.0,641.0,529.0,639.0,0,trainval
6009,2008_002848.jpg,323.0,770.0,321.0,380.0,0,trainval
6010,2008_002850.jpg,564.0,537.0,503.0,327.0,4,trainval
6011,2008_002852.jpg,777.0,751.0,275.0,417.0,0,trainval
6012,2008_002852.jpg,538.0,722.0,169.0,476.0,0,trainval
6013,2008_002852.jpg,322.0,739.0,181.0,442.0,0,trainval
6014,2008_002852.jpg,158.0,721.0,155.0,477.0,0,trainval
6015,2008_002852.jpg,701.0,344.0,56.0,45.0,0,trainval
6016,2008_002854.jpg,577.0,869.0,99.0,183.0,0,trainval
6017,2008_002856.jpg,457.0,794.0,150.0,331.0,0,trainval
6018,2008_002857.jpg,826.0,545.0,268.0,229.0,16,trainval
6019,2008_002857.jpg,217.0,624.0,215.0,216.0,16,trainval
6020,2008_002857.jpg,428.0,720.0,136.0,480.0,0,trainval
6021,2008_002859.jpg,610.0,631.0,454.0,503.0,5,trainval
6022,2008_002860.jpg,532.0,541.0,134.0,184.0,12,trainval
6023,2008_002860.jpg,244.0,752.0,183.0,357.0,12,trainval
6024,2008_002860.jpg,766.0,726.0,77.0,384.0,12,trainval
6025,2008_002864.jpg,351.0,561.0,36.0,131.0,9,trainval
6026,2008_002864.jpg,429.0,525.0,24.0,123.0,9,trainval
6027,2008_002864.jpg,569.0,568.0,52.0,184.0,9,trainval
6028,2008_002864.jpg,785.0,698.0,328.0,524.0,0,trainval
6029,2008_002864.jpg,211.0,687.0,209.0,546.0,0,trainval
6030,2008_002864.jpg,519.0,815.0,494.0,290.0,11,trainval
6031,2008_002866.jpg,587.0,657.0,584.0,605.0,12,trainval
6032,2008_002866.jpg,611.0,644.0,31.0,68.0,0,trainval
6033,2008_002866.jpg,562.0,649.0,31.0,69.0,0,trainval
6034,2008_002868.jpg,534.0,837.0,129.0,246.0,0,trainval
6035,2008_002868.jpg,648.0,725.0,133.0,469.0,0,trainval
6036,2008_002868.jpg,573.0,737.0,248.0,445.0,0,trainval
6037,2008_002868.jpg,106.0,521.0,29.0,166.0,0,trainval
6038,2008_002868.jpg,179.0,544.0,42.0,166.0,0,trainval
6039,2008_002868.jpg,245.0,516.0,36.0,181.0,0,trainval
6040,2008_002868.jpg,289.0,521.0,28.0,172.0,0,trainval
6041,2008_002868.jpg,321.0,522.0,26.0,159.0,0,trainval
6042,2008_002869.jpg,547.0,765.0,468.0,391.0,6,trainval
6043,2008_002869.jpg,475.0,753.0,360.0,341.0,0,trainval
6044,2008_002869.jpg,490.0,527.0,96.0,150.0,0,trainval
6045,2008_002870.jpg,703.0,687.0,513.0,546.0,0,trainval
6046,2008_002870.jpg,344.0,337.0,134.0,335.0,9,trainval
6047,2008_002870.jpg,111.0,677.0,109.0,567.0,0,trainval
6048,2008_002870.jpg,663.0,519.0,248.0,401.0,0,trainval
6049,2008_002872.jpg,644.0,641.0,632.0,638.0,17,trainval
6050,2008_002873.jpg,493.0,674.0,431.0,573.0,0,trainval
6051,2008_002873.jpg,641.0,641.0,639.0,638.0,14,trainval
6052,2008_002875.jpg,616.0,651.0,577.0,515.0,16,trainval
6053,2008_002875.jpg,327.0,428.0,325.0,352.0,16,trainval
6054,2008_002875.jpg,925.0,331.0,69.0,280.0,16,trainval
6055,2008_002875.jpg,762.0,168.0,216.0,109.0,16,trainval
6056,2008_002875.jpg,488.0,118.0,160.0,67.0,16,trainval
6057,2008_002876.jpg,188.0,896.0,44.0,51.0,19,trainval
6058,2008_002879.jpg,626.0,653.0,319.0,615.0,0,trainval
6059,2008_002880.jpg,607.0,509.0,102.0,100.0,0,trainval
6060,2008_002880.jpg,490.0,696.0,125.0,129.0,0,trainval
6061,2008_002880.jpg,631.0,542.0,197.0,72.0,8,trainval
6062,2008_002882.jpg,554.0,696.0,166.0,527.0,0,trainval
6063,2008_002882.jpg,332.0,666.0,209.0,589.0,0,trainval
6064,2008_002882.jpg,805.0,715.0,195.0,490.0,0,trainval
6065,2008_002882.jpg,98.0,593.0,81.0,203.0,19,trainval
6066,2008_002883.jpg,640.0,592.0,625.0,526.0,8,trainval
6067,2008_002885.jpg,622.0,748.0,177.0,398.0,6,trainval
6068,2008_002885.jpg,548.0,559.0,175.0,459.0,0,trainval
6069,2008_002887.jpg,388.0,381.0,188.0,133.0,4,trainval
6070,2008_002887.jpg,186.0,342.0,115.0,119.0,4,trainval
6071,2008_002887.jpg,58.0,342.0,56.0,94.0,4,trainval
6072,2008_002887.jpg,535.0,226.0,136.0,34.0,4,trainval
6073,2008_002887.jpg,138.0,212.0,47.0,36.0,4,trainval
6074,2008_002887.jpg,605.0,772.0,603.0,375.0,4,trainval
6075,2008_002887.jpg,740.0,406.0,52.0,125.0,0,trainval
6076,2008_002890.jpg,641.0,641.0,638.0,639.0,16,trainval
6077,2008_002891.jpg,126.0,785.0,124.0,232.0,16,trainval
6078,2008_002891.jpg,852.0,734.0,216.0,119.0,16,trainval
6079,2008_002892.jpg,540.0,811.0,499.0,297.0,11,trainval
6080,2008_002892.jpg,867.0,731.0,160.0,399.0,0,trainval
6081,2008_002892.jpg,231.0,606.0,150.0,297.0,0,trainval
6082,2008_002892.jpg,306.0,475.0,77.0,157.0,0,trainval
6083,2008_002892.jpg,716.0,539.0,121.0,221.0,0,trainval
6084,2008_002892.jpg,615.0,491.0,66.0,98.0,0,trainval
6085,2008_002892.jpg,902.0,871.0,115.0,178.0,6,trainval
6086,2008_002892.jpg,139.0,790.0,98.0,207.0,6,trainval
6087,2008_002894.jpg,524.0,788.0,442.0,343.0,8,trainval
6088,2008_002894.jpg,526.0,707.0,257.0,505.0,0,trainval
6089,2008_002897.jpg,584.0,564.0,241.0,184.0,0,trainval
6090,2008_002897.jpg,335.0,614.0,73.0,67.0,19,trainval
6091,2008_002899.jpg,654.0,586.0,612.0,474.0,17,trainval
6092,2008_002900.jpg,791.0,563.0,338.0,561.0,3,trainval
6093,2008_002903.jpg,746.0,457.0,44.0,19.0,6,trainval
6094,2008_002903.jpg,606.0,467.0,17.0,22.0,6,trainval
6095,2008_002903.jpg,800.0,549.0,27.0,96.0,6,trainval
6096,2008_002903.jpg,686.0,563.0,72.0,100.0,6,trainval
6097,2008_002903.jpg,524.0,646.0,212.0,143.0,6,trainval
6098,2008_002903.jpg,346.0,849.0,343.0,223.0,6,trainval
6099,2008_002903.jpg,120.0,634.0,118.0,115.0,14,trainval
6100,2008_002903.jpg,716.0,562.0,145.0,97.0,11,trainval
6101,2008_002904.jpg,553.0,567.0,349.0,413.0,5,trainval
6102,2008_002906.jpg,908.0,593.0,42.0,201.0,0,trainval
6103,2008_002906.jpg,929.0,538.0,35.0,169.0,0,trainval
6104,2008_002906.jpg,872.0,517.0,50.0,154.0,0,trainval
6105,2008_002906.jpg,667.0,548.0,60.0,220.0,0,trainval
6106,2008_002906.jpg,602.0,574.0,63.0,172.0,0,trainval
6107,2008_002906.jpg,611.0,410.0,31.0,82.0,0,trainval
6108,2008_002906.jpg,78.0,367.0,51.0,75.0,0,trainval
6109,2008_002906.jpg,90.0,477.0,81.0,75.0,0,trainval
6110,2008_002906.jpg,291.0,497.0,13.0,188.0,0,trainval
6111,2008_002906.jpg,479.0,449.0,17.0,172.0,0,trainval
6112,2008_002908.jpg,663.0,695.0,594.0,531.0,0,trainval
6113,2008_002909.jpg,202.0,597.0,200.0,413.0,0,trainval
6114,2008_002909.jpg,890.0,641.0,140.0,638.0,0,trainval
6115,2008_002909.jpg,688.0,546.0,221.0,454.0,0,trainval
6116,2008_002909.jpg,641.0,880.0,639.0,160.0,11,trainval
6117,2008_002909.jpg,474.0,275.0,9.0,34.0,9,trainval
6118,2008_002909.jpg,782.0,294.0,14.0,41.0,9,trainval
6119,2008_002910.jpg,614.0,680.0,362.0,560.0,0,trainval
6120,2008_002913.jpg,641.0,704.0,639.0,512.0,5,trainval
6121,2008_002913.jpg,712.0,526.0,458.0,523.0,5,trainval
6122,2008_002916.jpg,557.0,685.0,549.0,550.0,14,trainval
6123,2008_002917.jpg,358.0,645.0,145.0,625.0,0,trainval
6124,2008_002917.jpg,428.0,713.0,97.0,476.0,0,trainval
6125,2008_002917.jpg,754.0,499.0,178.0,320.0,0,trainval
6126,2008_002917.jpg,207.0,641.0,205.0,638.0,0,trainval
6127,2008_002920.jpg,314.0,696.0,201.0,358.0,0,trainval
6128,2008_002920.jpg,535.0,407.0,174.0,215.0,0,trainval
6129,2008_002920.jpg,817.0,576.0,168.0,379.0,0,trainval
6130,2008_002920.jpg,702.0,596.0,420.0,348.0,14,trainval
6131,2008_002920.jpg,140.0,630.0,138.0,302.0,6,trainval
6132,2008_002922.jpg,641.0,680.0,639.0,559.0,14,trainval
6133,2008_002922.jpg,470.0,683.0,296.0,554.0,0,trainval
6134,2008_002922.jpg,717.0,668.0,237.0,578.0,0,trainval
6135,2008_002926.jpg,625.0,533.0,547.0,469.0,13,trainval
6136,2008_002929.jpg,611.0,815.0,426.0,290.0,14,trainval
6137,2008_002929.jpg,648.0,795.0,143.0,331.0,0,trainval
6138,2008_002929.jpg,406.0,800.0,168.0,321.0,0,trainval
6139,2008_002930.jpg,604.0,664.0,428.0,591.0,0,trainval
6140,2008_002931.jpg,819.0,583.0,55.0,171.0,0,trainval
6141,2008_002931.jpg,166.0,785.0,78.0,350.0,0,trainval
6142,2008_002931.jpg,259.0,533.0,46.0,80.0,0,trainval
6143,2008_002931.jpg,292.0,796.0,92.0,328.0,0,trainval
6144,2008_002931.jpg,424.0,775.0,165.0,365.0,0,trainval
6145,2008_002931.jpg,685.0,760.0,212.0,399.0,0,trainval
6146,2008_002931.jpg,892.0,770.0,136.0,381.0,0,trainval
6147,2008_002932.jpg,561.0,760.0,156.0,399.0,0,trainval
6148,2008_002932.jpg,747.0,706.0,165.0,509.0,0,trainval
6149,2008_002932.jpg,221.0,880.0,175.0,160.0,8,trainval
6150,2008_002932.jpg,246.0,762.0,200.0,396.0,0,trainval
6151,2008_002936.jpg,319.0,671.0,317.0,504.0,5,trainval
6152,2008_002942.jpg,641.0,464.0,639.0,462.0,0,trainval
6153,2008_002943.jpg,577.0,579.0,431.0,287.0,16,trainval
6154,2008_002943.jpg,904.0,528.0,113.0,147.0,16,trainval
6155,2008_002943.jpg,101.0,397.0,93.0,97.0,16,trainval
6156,2008_002943.jpg,254.0,404.0,99.0,73.0,16,trainval
6157,2008_002946.jpg,390.0,550.0,148.0,436.0,0,trainval
6158,2008_002946.jpg,577.0,685.0,280.0,550.0,0,trainval
6159,2008_002947.jpg,404.0,803.0,402.0,313.0,11,trainval
6160,2008_002947.jpg,806.0,707.0,274.0,506.0,0,trainval
6161,2008_002947.jpg,510.0,695.0,166.0,436.0,0,trainval
6162,2008_002947.jpg,365.0,549.0,157.0,373.0,0,trainval
6163,2008_002947.jpg,201.0,488.0,113.0,267.0,0,trainval
6164,2008_002948.jpg,566.0,689.0,396.0,541.0,14,trainval
6165,2008_002948.jpg,222.0,569.0,205.0,567.0,8,trainval
6166,2008_002948.jpg,894.0,654.0,132.0,613.0,13,trainval
6167,2008_002948.jpg,173.0,523.0,172.0,521.0,8,trainval
6168,2008_002951.jpg,419.0,705.0,330.0,510.0,0,trainval
6169,2008_002954.jpg,505.0,639.0,346.0,492.0,0,trainval
6170,2008_002954.jpg,677.0,682.0,235.0,131.0,2,trainval
6171,2008_002955.jpg,576.0,673.0,146.0,304.0,0,trainval
6172,2008_002955.jpg,354.0,678.0,306.0,407.0,13,trainval
